item,n_personnes,n_changeurs,taux_changement,derive_nette_tv,part_dirigee,n_monotone,n_contraire,n_indetermine,part_monotone_du_changement,part_contraire_du_changement,exces_monotone,perimetre,libelle,taux_changement_2sem,surcroit_sur_plancher_stanford,nul_part_monotone,nul_part_contraire,nul_taux_changement,exces_monotone_nul
polabuse/y,3061.0,341.0,0.1114015027768703,0.008820646847435488,0.07917888563049862,184.0,157.0,0.0,0.5395894428152492,0.4604105571847507,0.07917888563049853,4 ans,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the police offic,0.056083650190113965,0.05531785258675634,0.5174764994042103,0.44545213822322255,0.09869977131656321,0.0720243611809877
polattak/y,3087.0,427.0,0.1383219954648526,0.019112406867508903,0.1381733021077283,243.0,184.0,0.0,0.5690866510538641,0.4309133489461358,0.13817330210772832,4 ans,Would you approve if the citizen was attacking the police officer with his fists?,0.22148288973384034,-0.08316089426898773,0.5620195763977216,0.4194547364928386,0.11715581470683512,0.142564839904883
polhitok/y,2512.0,518.0,0.20621019108280256,0.021496815286624216,0.1042471042471043,286.0,232.0,0.0,0.5521235521235521,0.44787644787644787,0.10424710424710425,4 ans,Are there any situations you can imagine in which you would approve of a police officer striking an adult male,0.18726235741444863,0.018947833668353925,0.5346564491131394,0.43624074392974,0.18493630573248407,0.09841570518339937
pornlaw,3136.0,782.0,0.2493622448979592,0.018176020408163258,0.07289002557544753,327.0,290.0,165.0,0.41815856777493604,0.37084398976982097,0.04731457800511509,4 ans,Which of these statements comes closest to your feelings about pornography laws?,0.18346007604562742,0.06590216885233177,0.42777529507636497,0.37130990247364687,0.24260841836734695,0.0564653926027181
postlife,3906.0,410.0,0.10496671786994367,0.007680491551459305,0.07317073170731718,170.0,190.0,50.0,0.4146341463414634,0.4634146341463415,-0.04878048780487805,4 ans,Do you believe there is a life after death?,0.0874524714828896,0.01751424638705408,0.5166612218229337,0.45469890014156594,0.09403993855606758,0.06196232168136778
pray,4620.0,2212.0,0.47878787878787876,0.04393939393939394,0.09177215189873418,830.0,635.0,747.0,0.3752260397830018,0.2870705244122966,0.08815551537070525,4 ans,About how often do you pray?,0.2756653992395437,0.20312247954833507,0.3129927667269439,0.2578300180831826,0.47878787878787876,0.055162748643761306
prayer,2895.0,723.0,0.24974093264248703,0.033506044905008636,0.13416320885200553,304.0,313.0,106.0,0.42047026279391425,0.43291839557399725,-0.012448132780082987,4 ans,The United States Supreme Court has ruled that no state or local government may require the reading of the Lor,0.18441064638783267,0.06533028625465437,0.5422844082036076,0.44597850259451444,0.22366839378238343,0.09630590560909313
racdif1,2897.0,724.0,0.24991370383154987,0.049016223679668645,0.19613259668508298,433.0,291.0,0.0,0.5980662983425414,0.40193370165745856,0.19613259668508287,4 ans,"On the average Blacks/African-Americans have worse jobs, income, and housing than white people. Do you think t",0.1473384030418251,0.10257530078972477,0.5757408090495512,0.4107647854420263,0.22459095616154642,0.16497602360752484
racdif2,3008.0,310.0,0.10305851063829788,0.01063829787234043,0.10322580645161294,171.0,139.0,0.0,0.5516129032258065,0.4483870967741935,0.1032258064516129,4 ans,"On the average Blacks/African-Americans have worse jobs, income, and housing than white people. Do you think t",0.06939163498098844,0.03366687565730944,0.547486033519553,0.43465157306674507,0.09045212765957447,0.11283446045280798
racdif3,2975.0,859.0,0.2887394957983193,0.032605042016806744,0.11292200232828879,478.0,381.0,0.0,0.5564610011641443,0.4435389988358556,0.11292200232828871,4 ans,"On the average Blacks/African-Americans have worse jobs, income, and housing than white people. Do you think t",0.1986692015209125,0.09007029427740681,0.5468244877179586,0.44166984854270075,0.26410084033613446,0.1051546391752578
racdif4,2884.0,826.0,0.28640776699029125,0.027045769764216385,0.09443099273607755,452.0,374.0,0.0,0.5472154963680388,0.45278450363196127,0.09443099273607748,4 ans,"On the average Blacks/African-Americans have worse jobs, income, and housing than white people. Do you think t",0.16539923954372626,0.12100852744656498,0.5394761089903909,0.4469395814137159,0.26341886269070736,0.09253652757667497
racwork,1438.0,609.0,0.4235048678720445,0.043115438108483985,0.10180623973727418,171.0,188.0,250.0,0.28078817733990147,0.30870279146141216,-0.027914614121510674,4 ans,"Are the people who work where you work all white, mostly white, about half and half, mostly black, or all blac",0.2604562737642585,0.163048594107786,0.28591133004926106,0.2672906403940887,0.4235048678720445,0.018620689655172384
reborn,4576.0,678.0,0.14816433566433568,0.02141608391608391,0.14454277286135686,388.0,290.0,0.0,0.5722713864306784,0.4277286135693215,0.14454277286135694,4 ans,"Would you say you have been ""born again"" or have had a ""born again"" experience -- that is, a turning point in ",0.1796577946768061,-0.031493459012470415,0.5507147939711495,0.4333721456756582,0.1351311188811189,0.11734264829549135
richwork,1720.0,445.0,0.25872093023255816,0.08313953488372096,0.3213483146067417,294.0,151.0,0.0,0.6606741573033708,0.3393258426966292,0.32134831460674157,4 ans,"If you were to get enough money to live as comfortably as you would like for the rest of your life, would you ",0.1454372623574145,0.11328366787514366,0.6655876062200127,0.33441239377998727,0.20115116279069767,0.3311752124400254
satfin,4657.0,2065.0,0.44341850977023833,0.03178011595447713,0.07167070217917675,716.0,568.0,781.0,0.3467312348668281,0.27506053268765135,0.07167070217917676,4 ans,We are interested in how people are getting along financially these days. So far as you and your family are co,0.3051330798479087,0.13828542992232962,0.3419077722618678,0.300913357120695,0.44292892420012886,0.0409944151411728
satjob,2972.0,1333.0,0.44851951547779273,0.02927321668909826,0.0652663165791448,512.0,425.0,396.0,0.3840960240060015,0.31882970742685673,0.06526631657914479,4 ans,"On the whole, how satisfied are you with the work you do--would you say you are very satisfied, moderately sat",0.30038022813688214,0.14813928734091059,0.35258814703675917,0.34580645161290324,0.44851951547779273,0.006781695423855927
savesoul,4655.0,784.0,0.16842105263157894,0.01031149301825995,0.061224489795918456,416.0,368.0,0.0,0.5306122448979592,0.46938775510204084,0.061224489795918366,4 ans,Have you ever tried to encourage someone to believe in Jesus Christ or to accept Jesus Christ as his or her sa,0.09220532319391639,0.07621572943766255,0.5197639954571895,0.4566632503254757,0.1551063372717508,0.06310074513171382
sexeduc,3027.0,232.0,0.0766435414601916,0.01651800462504129,0.21551724137931028,141.0,91.0,0.0,0.6077586206896551,0.3922413793103448,0.21551724137931033,4 ans,Would you be for or against sex education in the public schools?,0.06939163498098844,0.007251906479203166,0.6139316410153908,0.37307615430741553,0.06611166171126528,0.24085548670797524
spanking,3033.0,1415.0,0.46653478404220244,0.0501153972964062,0.10742049469964664,305.0,279.0,831.0,0.21554770318021202,0.1971731448763251,0.018374558303886925,4 ans,"Do you strongly agree, agree, disagree, or strongly disagree that it is sometimes necessary to discipline a ch",0.2604562737642585,0.20607851027794394,0.3344405495561712,0.2768841522021824,0.466521595779756,0.05755639735398882
spdeg*,1982.0,297.0,0.14984863773965693,0.028254288597376373,0.18855218855218844,106.0,84.0,107.0,0.3569023569023569,0.2828282828282828,0.07407407407407407,4 ans,Your spouse's highest degree received,0.1539923954372624,-0.004143757697605471,0.30747474747474746,0.25306397306397305,0.14984863773965693,0.05441077441077441
spkath/y,3052.0,543.0,0.17791612057667103,0.031782437745740515,0.17863720073664835,320.0,223.0,0.0,0.5893186003683242,0.4106813996316759,0.17863720073664824,4 ans,"There are always some people whose ideas are considered bad or dangerous by other people. For instance, somebo",0.14828897338403046,0.029627147192640563,0.5848320965916237,0.4074120655682723,0.15631061598951507,0.1774200310233514
spkcom/y,2995.0,571.0,0.19065108514190318,0.03372287145242071,0.17688266199649738,336.0,235.0,0.0,0.5884413309982487,0.4115586690017513,0.17688266199649738,4 ans,We would like to ask you some questions about a self-identified Communist. Suppose this admitted Communist wan,0.1473384030418251,0.043312682100078076,0.5773117937291103,0.41556581250994745,0.1678263772954925,0.1617459812191629
spkhomo/y,3012.0,354.0,0.11752988047808766,0.02257636122177955,0.192090395480226,211.0,143.0,0.0,0.596045197740113,0.403954802259887,0.192090395480226,4 ans,"Suppose a gay person wanted to make a speech in your community. Should this person be allowed to speak, or not",0.07604562737642584,0.04148425310166182,0.5969551282051282,0.3969684829059829,0.0994422310756972,0.19998664529914528
spkrac/y,3023.0,851.0,0.2815084353291432,0.06185908038372476,0.2197414806110458,519.0,332.0,0.0,0.6098707403055229,0.3901292596944771,0.21974148061104584,4 ans,Consider a person who believes that Blacks are genetically inferior. If such a person wanted to make a speech ,0.2053231939163498,0.07618524141279343,0.5865315946782342,0.41053244108233927,0.2501290109163083,0.17599915359589496
suicide1,2900.0,563.0,0.19413793103448276,0.029310344827586206,0.15097690941385433,324.0,239.0,0.0,0.5754884547069272,0.42451154529307283,0.15097690941385436,4 ans,Do you think a person has the right to end his or her own life if this person has an incurable disease?,0.10551330798479086,0.0886246230496919,0.5486505966204853,0.42532233522863777,0.1722344827586207,0.12332826139184755
suicide2,3025.0,362.0,0.1196694214876033,0.01652892561983473,0.1381215469613261,206.0,156.0,0.0,0.569060773480663,0.430939226519337,0.13812154696132597,4 ans,Do you think a person has the right to end his or her own life if this person has gone bankrupt?,0.11882129277566544,0.0008481287119378594,0.5614295870225554,0.413042073288955,0.102300826446281,0.14838751373360043
suicide3,3013.0,340.0,0.11284434118818454,0.01792233654165284,0.15882352941176472,197.0,143.0,0.0,0.5794117647058824,0.42058823529411765,0.1588235294117647,4 ans,Do you think a person has the right to end his or her own life if this person has dishonored his or her family,0.12262357414448666,-0.00977923295630212,0.576243654822335,0.40419627749576986,0.09807500829737803,0.1720473773265651
suicide4,2968.0,466.0,0.15700808625336926,0.016172506738544475,0.10300429184549358,257.0,209.0,0.0,0.5515021459227468,0.44849785407725323,0.10300429184549356,4 ans,Do you think a person has the right to end his or her own life if this person is tired of living and ready to ,0.13593155893536124,0.02107652731800802,0.5493975903614458,0.4332530120481928,0.13982479784366578,0.11614457831325298
tax,2971.0,886.0,0.29821608885897005,0.04611242006058564,0.15462753950338592,485.0,348.0,53.0,0.5474040632054176,0.3927765237020316,0.154627539503386,4 ans,"Do you consider the amount of federal income tax which you have to pay as too high, about right, or too low?",0.21007604562737647,0.08814004323159358,0.5255819366852886,0.3884776536312849,0.2891955570514978,0.13710428305400374
trust,3375.0,917.0,0.2717037037037037,0.03585185185185186,0.13195201744820068,304.0,267.0,346.0,0.33151581243184297,0.29116684841875684,0.04034896401308615,4 ans,"Generally speaking, would you say that most people can be trusted or that you can't be too careful in dealing ",0.29372623574144485,-0.022022532037741127,0.37960240487997543,0.2929960064949313,0.27006814814814817,0.08660639838504414
unemp,3164.0,730.0,0.2307206068268015,0.024020227560050584,0.10410958904109596,308.0,327.0,95.0,0.42191780821917807,0.44794520547945205,-0.026027397260273973,4 ans,"At any time during the last ten years, have you been unemployed and looking for work for as long as a month?",0.16920152091254748,0.061519085914254035,0.5255728744331322,0.4539447998318167,0.2104740834386852,0.07162807460131548
uswary,1382.0,387.0,0.28002894356005786,0.07597684515195369,0.2713178294573644,246.0,141.0,0.0,0.6356589147286822,0.3643410852713178,0.2713178294573643,4 ans,Do you expect the United States to fight in another world war within the next ten years?,0.18346007604562742,0.09656886751443045,0.6149726035830819,0.3733300498676353,0.23506512301013024,0.24164255371544663
wlthblks,2720.0,1583.0,0.5819852941176471,0.04338235294117648,0.07454200884396717,421.0,469.0,693.0,0.26595072646873025,0.2962728995578016,-0.030322173089071383,4 ans,Where would you rate Blacks in general on this scale? A score of 1 means that you think almost all of the peop,0.47338403041825095,0.10860126369939616,0.28849020846494,0.27229311433986103,0.5819852941176471,0.01619709412507897
wlthwhts,2744.0,1467.0,0.5346209912536443,0.06377551020408163,0.11929107021131563,542.0,386.0,539.0,0.36946148602590323,0.2631220177232447,0.10633946830265849,4 ans,Where would you rate Whites in general on this scale? A score of 1 means that you think almost all of the peop,0.45152091254752846,0.0831000787061158,0.3596182685753238,0.2664485344239945,0.5346209912536443,0.09316973415132929
wrkstat,4678.0,1803.0,0.3854211201368106,0.07759726378794357,0.20133111480865226,598.0,246.0,959.0,0.331669439822518,0.13643926788685523,0.19523017193566278,4 ans,"Last week were you working full time, part time, going to school, keeping house, or what?",0.1901140684410646,0.19530705169574603,0.3192235163616195,0.15663893510815308,0.3854211201368106,0.16258458125346642
xmarsex,3016.0,722.0,0.23938992042440319,0.03083554376657825,0.12880886426592797,273.0,186.0,263.0,0.3781163434903047,0.25761772853185594,0.12049861495844875,4 ans,What is your opinion about a married person having sexual relations with someone other than the marriage partn,0.29562737642585546,-0.056237456001452274,0.37057764233273305,0.27386064551876993,0.23935676392572944,0.09671699681396312
xmovie,3147.0,550.0,0.17476962186209088,0.03876707975850015,0.22181818181818175,336.0,214.0,0.0,0.610909090909091,0.3890909090909091,0.22181818181818183,4 ans,Have you seen an X-rated movie in the last year?,0.12072243346007605,0.054047188402014834,0.6099634975941596,0.39003650240584037,0.15321258341277408,0.2199269951883192
abany,3564.0,696.0,0.19528619528619529,0.02581369248035914,0.132183908045977,394.0,302.0,0.0,0.5660919540229885,0.4339080459770115,0.13218390804597702,2 ans,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion ,0.10171102661596954,0.09357516867022575,0.49500892712222044,0.45057620516149977,0.17013462202278218,0.04443272196072068
abdefect,3499.0,516.0,0.147470705915976,0.028008002286367524,0.18992248062015496,307.0,209.0,0.0,0.5949612403100775,0.4050387596899225,0.18992248062015504,2 ans,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion ,0.08365019011406838,0.06382051580190762,0.5301810865191147,0.4459534987704002,0.12525026251312565,0.08422758774871447
abhlth,3509.0,300.0,0.08549444286121402,0.010259333143345678,0.11999999999999995,168.0,132.0,0.0,0.56,0.44,0.12,2 ans,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion ,0.041825095057034245,0.043669347804179776,0.531969092298548,0.4321134414536809,0.08204110066179032,0.09985565084486714
abnomore,3552.0,668.0,0.18806306306306306,0.015765765765765768,0.08383233532934133,294.0,306.0,68.0,0.44011976047904194,0.45808383233532934,-0.017964071856287425,2 ans,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion ,0.11121673003802279,0.07684633302504026,0.5270841643398484,0.44862385321100917,0.17367509525458955,0.07846031112883922
abpoor,3552.0,657.0,0.18496621621621623,0.019988738738738722,0.10806697108066961,364.0,293.0,0.0,0.5540334855403348,0.4459665144596651,0.1080669710806697,2 ans,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion ,0.09030418250950556,0.09466203370671067,0.5522565320665083,0.4396346957162749,0.16915829580879807,0.11262183635023337
abrape,3510.0,408.0,0.11623931623931624,0.005698005698005702,0.04901960784313729,104.0,238.0,66.0,0.2549019607843137,0.5833333333333334,-0.3284313725490196,2 ans,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion ,0.053231939163498,0.06300737707581824,0.5136314757416661,0.45334935796065534,0.10951853134741947,0.06028211778101078
absingle,3556.0,672.0,0.1889763779527559,0.019685039370078723,0.10416666666666657,371.0,301.0,0.0,0.5520833333333334,0.4479166666666667,0.10416666666666667,2 ans,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion ,0.09790874524714843,0.09106763270560747,0.5248537396355065,0.4535965318405657,0.16301200686106346,0.07125720779494082
aged,3752.0,1578.0,0.4205756929637527,0.05277185501066098,0.12547528517110265,666.0,468.0,444.0,0.4220532319391635,0.2965779467680608,0.12547528517110265,2 ans,"As you know, many older people share a home with their grown children. Do you think this is generally a good i",0.28707224334600756,0.13350344961774513,0.39184456915119636,0.29723512432416593,0.43749358974358976,0.09460944482703043
attend,5591.0,3306.0,0.5913074584153103,0.11214451797531748,0.18965517241379312,1248.0,747.0,1311.0,0.37749546279491836,0.22595281306715065,0.1515426497277677,2 ans,How often do you attend religious services?,0.25285171102661597,0.33845574738869433,0.3405761024182077,0.20966571834992886,0.60931744312026,0.13091038406827882
bible,5539.0,1550.0,0.2798339050370103,0.02527532045495578,0.09032258064516133,568.0,505.0,477.0,0.3664516129032258,0.3258064516129032,0.04064516129032258,2 ans,"Which of these statements comes closest to describing your feelings about the Bible? 
 

 1) The Bible is the ",0.12452471482889738,0.1553091902081129,0.3442541160818227,0.29046157567694236,0.289023377758357,0.05379254040488035
cappun,5146.0,842.0,0.16362223085891955,0.020209871745044697,0.12351543942992875,473.0,369.0,0.0,0.5617577197149644,0.43824228028503565,0.12351543942992874,2 ans,Do you favor or oppose the death penalty for persons convicted of murder?,0.12737642585551334,0.03624580500340621,0.5621908519979992,0.4314455621630634,0.16863167760074976,0.13074528983493583
class,5622.0,1690.0,0.3006047669868374,0.020099608680184993,0.06686390532544381,725.0,659.0,306.0,0.4289940828402367,0.3899408284023669,0.03905325443786982,2 ans,"If you were asked to use one of four names for your social class, which would you say you belong in: the lower",0.1986692015209125,0.10193556546592492,0.3823554077097252,0.3414586419925642,0.309254376485844,0.040896765717161
colath,3568.0,939.0,0.26317264573991034,0.015414798206278021,0.058572949946751836,497.0,442.0,0.0,0.5292864749733759,0.47071352502662406,0.058572949946751864,2 ans,"There are always some people whose ideas are considered bad or dangerous by other people. For instance, somebo",0.19771863117870725,0.06545401456120309,0.5209593203339331,0.44355290716540313,0.22935723951285522,0.07740641316852997
colcom/y,3445.0,1144.0,0.3320754716981132,0.09579100145137881,0.2884615384615385,686.0,356.0,102.0,0.5996503496503497,0.3111888111888112,0.28846153846153844,2 ans,We would like to ask you some questions about a self-identified Communist. Suppose this person is teaching in ,0.20912547528517111,0.12294999641294208,0.624007656001914,0.2976053244013311,0.3202856147683734,0.3264023316005829
colhomo,3643.0,504.0,0.13834751578369475,0.009332967334614325,0.06746031746031744,228.0,235.0,41.0,0.4523809523809524,0.4662698412698413,-0.013888888888888888,2 ans,What about a man who admits that he is a homosexual? Should such a person be allowed to teach in a college or ,0.06273764258555137,0.07560987319814338,0.6109366823652538,0.38566195709052853,0.10229508196721311,0.22527472527472525
colrac,3572.0,1163.0,0.3255879059350504,0.0450727883538634,0.1384350816852967,662.0,501.0,0.0,0.5692175408426483,0.4307824591573517,0.13843508168529664,2 ans,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach ,0.21197718631178708,0.1136107196232633,0.5727132218631446,0.4256943468689991,0.28765240821825533,0.14701887499414545
conarmy,3734.0,1410.0,0.3776111408677022,0.027584359935725777,0.07304964539007096,495.0,533.0,382.0,0.35106382978723405,0.3780141843971631,-0.02695035460992908,2 ans,I am going to name some institutions in this country. As far as the people running these institutions are conc,0.25760456273764254,0.12000657813005966,0.35024007682458386,0.24145326504481435,0.4024476650563607,0.10878681177976951
conbus,3676.0,1358.0,0.36942328618063114,0.04542981501632209,0.12297496318114874,552.0,395.0,411.0,0.406480117820324,0.29086892488954347,0.11561119293078057,2 ans,I am going to name some institutions in this country. As far as the people running these institutions are conc,0.27851711026615966,0.09090617591447148,0.41431156898231936,0.27775650842266464,0.37399284087211193,0.13655506055965472
conclerg,3639.0,1374.0,0.37757625721352017,0.03050288540807914,0.08078602620087336,646.0,535.0,193.0,0.47016011644832606,0.3893740902474527,0.08078602620087336,2 ans,I am going to name some institutions in this country. As far as the people running these institutions are conc,0.24239543726235746,0.1351808199511627,0.4018032144257154,0.2931842585175464,0.38360902255639096,0.108618955908169
coneduc,3772.0,1566.0,0.4151643690349947,0.03022269353128313,0.07279693486590036,547.0,433.0,586.0,0.3492975734355045,0.2765006385696041,0.07279693486590039,2 ans,I am going to name some institutions in this country. As far as the people running these institutions are conc,0.3165399239543726,0.09862444508062213,0.422153163845337,0.26246174027109753,0.4076129853596435,0.1596914235742395
confed,3695.0,1556.0,0.42110960757780785,0.04438430311231394,0.10539845758354757,451.0,287.0,818.0,0.2898457583547558,0.18444730077120822,0.10539845758354756,2 ans,I am going to name some institutions in this country. As far as the people running these institutions are conc,0.2889733840304183,0.13213622354738958,0.3596824084858048,0.2768656622960263,0.5165006468305304,0.08281674618977847
confinan,3748.0,1665.0,0.4442369263607257,0.10192102454642477,0.22942942942942945,747.0,365.0,553.0,0.4486486486486487,0.21921921921921922,0.22942942942942943,2 ans,I am going to name some institutions in this country. As far as the people running these institutions are conc,0.2775665399239544,0.1666703864367713,0.5047413793103448,0.15785290948275862,0.4736204146730463,0.34688846982758614
conjudge,3649.0,1516.0,0.41545628939435464,0.051246916963551666,0.12335092348284962,552.0,485.0,479.0,0.3641160949868074,0.31992084432717677,0.044195250659630606,2 ans,I am going to name some institutions in this country. As far as the people running these institutions are conc,0.27281368821292773,0.1426426011814269,0.4061981100745705,0.25523050448328954,0.43227406199021207,0.15096760559128097
conlabor,3500.0,1266.0,0.3617142857142857,0.03914285714285716,0.1082148499210111,539.0,402.0,325.0,0.42575039494470773,0.3175355450236967,0.10821484992101106,2 ans,I am going to name some institutions in this country. As far as the people running these institutions are conc,0.3079847908745247,0.05372949483976103,0.33538594501161345,0.29939321917931544,0.37653559322033897,0.03599272583229801
conlegis,3690.0,1446.0,0.39186991869918697,0.04796747967479676,0.12240663900414941,603.0,426.0,417.0,0.4170124481327801,0.2946058091286307,0.12240663900414937,2 ans,I am going to name some institutions in this country. As far as the people running these institutions are conc,0.26615969581749055,0.12571022288169642,0.5159861636440047,0.29895257491998833,0.398236240746701,0.2170335887240164
conmedic,3767.0,1578.0,0.4189009822139634,0.022829838067427666,0.05449936628643854,691.0,605.0,282.0,0.43789607097591887,0.38339670468948034,0.05449936628643853,2 ans,I am going to name some institutions in this country. As far as the people running these institutions are conc,0.28517110266159695,0.13372987955236643,0.3949688873160518,0.32320327936536025,0.4332034493771958,0.07176560795069153
conpress,3731.0,1390.0,0.3725542749932994,0.024926293218976145,0.06690647482014388,392.0,299.0,699.0,0.2820143884892086,0.21510791366906476,0.06690647482014389,2 ans,I am going to name some institutions in this country. As far as the people running these institutions are conc,0.26330798479087447,0.10924629020242493,0.3053324285511386,0.2468003850584689,0.40698137443802185,0.058532043492669716
consci,3553.0,1306.0,0.36757669575007035,0.033492822966507185,0.09111791730474735,431.0,349.0,526.0,0.33001531393568145,0.2672281776416539,0.06278713629402756,2 ans,I am going to name some institutions in this country. As far as the people running these institutions are conc,0.24429657794676807,0.12328011780330228,0.37986821663898857,0.3535472580846771,0.37647731092436976,0.02632095855431149
contv,3732.0,1509.0,0.40434083601286175,0.022240085744908912,0.055003313452617664,445.0,362.0,702.0,0.29489728296885354,0.23989396951623593,0.05500331345261763,2 ans,I am going to name some institutions in this country. As far as the people running these institutions are conc,0.3269961977186312,0.07734463829423055,0.4011904027632147,0.3241997162770616,0.4157179487179487,0.07699068648615309
courts,4927.0,1497.0,0.30383600568297137,0.039577836411609515,0.13026052104208424,507.0,370.0,620.0,0.33867735470941884,0.24716098864395458,0.09151636606546426,2 ans,"In general, do you think the courts in this area deal too harshly or not harshly enough with criminals?",0.24049429657794674,0.06334170910502462,0.39297572838235983,0.2824362032143915,0.31307467057101024,0.11053952516796833
discaff,3523.0,1599.0,0.45387453874538747,0.020720976440533636,0.045653533458411506,470.0,433.0,696.0,0.2939337085678549,0.2707942464040025,0.023139462163852407,2 ans,What do you think the chances are these days that a white person won't get a job or promotion while an equally,0.2899239543726235,0.16395058437276394,0.35459553060950305,0.32993476540924627,0.45945816186556926,0.024660765200256785
discaffm,1836.0,1023.0,0.5571895424836601,0.023965141612200442,0.04301075268817205,270.0,331.0,422.0,0.26392961876832843,0.3235581622678397,-0.059628543499511244,2 ans,What do you think the chances are these days that a man won't get a job or promotion while an equally or less ,0.41539923954372626,0.1417903029399339,0.3354922894424674,0.2919572953736655,0.5777930089102125,0.0435349940688019
discaffw,1796.0,947.0,0.52728285077951,0.07071269487750556,0.1341077085533263,318.0,263.0,366.0,0.3357972544878564,0.27771911298838436,0.05807814149947202,2 ans,What do you think the chances are these days that a woman won't get a job or promotion while an equally or les,0.3887832699619772,0.13849958081753277,0.42282050627091367,0.296789190017625,0.5141037426132633,0.12603131625328867
divlaw,3438.0,1212.0,0.3525305410122164,0.06689936009307736,0.1897689768976897,541.0,311.0,360.0,0.44636963696369636,0.2566006600660066,0.18976897689768976,2 ans,Should divorce in this country be easier or more difficult to obtain than it is now?,0.25285171102661597,0.09967882998560046,0.4215953307392996,0.20846303501945526,0.36363636363636365,0.21313229571984435
evwork,1615.0,86.0,0.05325077399380805,0.01857585139318884,0.3488372093023253,44.0,28.0,14.0,0.5116279069767442,0.32558139534883723,0.18604651162790697,2 ans,Did you ever work for as long as one year?,0.04562737642585557,0.007623397567952481,0.797789602947196,0.2001637331150225,0.03988571428571429,0.5976258698321735
fair,3757.0,1230.0,0.3273888741016769,0.03886079318605272,0.11869918699186997,592.0,446.0,192.0,0.4813008130081301,0.36260162601626017,0.11869918699186992,2 ans,"Do you think most people would try to take advantage of you if they got a chance, or would they try to be fair",0.31749049429657794,0.009898379805098945,0.44064699249582023,0.2850033049496481,0.3275262655205349,0.15564368754617214
fechld,3742.0,1839.0,0.4914484233030465,0.052645644040620006,0.10712343665035348,706.0,509.0,624.0,0.38390429581294183,0.2767808591625884,0.10712343665035345,2 ans,"Please tell me whether you strongly agree, agree, disagree, or strongly disagree with it: ""A working mother ca",0.3593155893536122,0.13213283394943431,0.352464793414806,0.2980491761858535,0.49069494290375204,0.054415617228952495
fefam,3716.0,1664.0,0.4477933261571582,0.034445640473627546,0.0769230769230769,591.0,480.0,593.0,0.3551682692307692,0.28846153846153844,0.06670673076923077,2 ans,"Please tell me whether you strongly agree, agree, disagree, or strongly disagree with it: ""It is much better f",0.3355513307984791,0.11224199535867913,0.3704056939501779,0.27965836298932384,0.4621710526315789,0.09074733096085408
fehire,1865.0,1012.0,0.542627345844504,0.06970509383378017,0.12845849802371542,373.0,263.0,376.0,0.3685770750988142,0.2598814229249012,0.10869565217391304,2 ans,"Please tell me whether you strongly agree, agree, neither agree nor disagree, disagree, or strongly disagree: ",0.42585551330798477,0.11677183253651924,0.3300236406619385,0.23515366430260048,0.5385105028644176,0.09486997635933803
fepol,3479.0,604.0,0.17361310721471687,0.024719747053751087,0.14238410596026496,345.0,259.0,0.0,0.5711920529801324,0.4288079470198676,0.1423841059602649,2 ans,Tell me if you agree or disagree with this statement: Most men are better suited emotionally for politics than,0.11026615969581754,0.06334694751889933,0.5851604220032128,0.40285677072027093,0.16090115263709395,0.1823036512829419
fepresch,3695.0,1691.0,0.4576454668470907,0.0308525033829499,0.06741573033707858,679.0,565.0,447.0,0.4015375517445299,0.3341218214074512,0.06741573033707865,2 ans,"Please tell me whether you strongly agree, agree, disagree, or strongly disagree with it: ""A preschool child i",0.32604562737642584,0.13159983947066484,0.3202045511158,0.24144651046932467,0.44943694435297993,0.07875804064647532
finalter,5654.0,2731.0,0.48302087018040324,0.05695083126989741,0.11790552911021603,1049.0,727.0,955.0,0.38410838520688395,0.2662028560966679,0.11790552911021604,2 ans,"During the last few years, has your financial situation been getting better, worse, or has it stayed the same?",0.29372623574144485,0.1892946344389584,0.4167744543249798,0.2693936944219887,0.5307873846813989,0.1473807599029911
finrela,5575.0,2324.0,0.4168609865470852,0.026188340807174904,0.06282271944922552,766.0,765.0,793.0,0.32960413080895007,0.3291738382099828,0.0004302925989672978,2 ans,"Compared with American families in general, would you say your family income is far below average, below avera",0.30703422053231944,0.10982676601476576,0.2639041095890411,0.2873972602739726,0.4425200259796493,-0.02349315068493152
getahead,3725.0,1336.0,0.3586577181208054,0.029261744966442967,0.08158682634730542,512.0,403.0,421.0,0.38323353293413176,0.30164670658682635,0.0815868263473054,2 ans,Some people say that people get ahead by their own hard work; others say that lucky breaks or help from other ,0.2623574144486692,0.09630030367213616,0.2998222222222222,0.2514488888888889,0.36716710182767626,0.048373333333333324
grass,3316.0,514.0,0.15500603136308805,0.026537997587454766,0.17120622568093388,301.0,213.0,0.0,0.585603112840467,0.4143968871595331,0.17120622568093385,2 ans,Do you think the use of marijuana should be made legal or not?,0.05038022813688203,0.10462580322620602,0.6774957378291343,0.3225042621708657,0.1508824580207217,0.3549914756582686
