configuration,ancrage,camp,enonce,libelle,n_personnes,modele_second_ordre,reel,croyance_humaine_endo,croyance_humaine_exo,d_reel,d_endo,d_exo,plancher,modele_soutien_simule
json_persona__gpt41_mini,parti,droite,2,Ensuring 40% of all new clean energy infrastructure development spending goes to low-income communities,284,44.5177304964539,61.613216715257536,42.992592592592594,45.701298701298704,17.095486218803636,1.5251379038613067,1.1835682048448035,15.977777777777778,20.774647887323944
json_persona__gpt41_mini,parti,droite,3,Federal investments to ensure a carbon-pollution free electricity sector by 2035,284,45.43617021276596,66.47230320699708,45.224074074074075,51.44391971664699,21.036132994231124,0.2120961386918836,6.00774950388103,15.327777777777778,22.887323943661972
json_persona__gpt41_mini,parti,droite,4,A ‘Medicare for All’ system in which all Americans would get healthcare from a government-run plan,284,38.9113475177305,73.46938775510205,50.67407407407408,58.96340023612751,34.55804023737155,11.76272655634358,20.052052718397015,16.52777777777778,0.7042253521126761
json_persona__gpt41_mini,parti,droite,5,"A ‘public option’, which would allow Americans to buy into a government-run healthcare plan if they choose to do so",284,46.698581560283685,75.94752186588921,58.26111111111111,59.468713105076745,29.24894030560553,11.562529550827428,12.77013154479306,16.774074074074075,3.873239436619718
json_persona__gpt41_mini,parti,droite,6,Immigration reforms that would provide a path to U.S. citizenship for undocumented immigrants currently in the United States,284,46.212765957446805,66.22934888241011,41.32222222222222,48.75796930342385,20.016582924963302,4.890543735224583,2.5452033459770433,16.43148148148148,24.647887323943664
json_persona__gpt41_mini,parti,droite,7,A law that requires companies to provide paid family leave for parents,284,56.61347517730496,78.71720116618076,63.50370370370371,67.70247933884298,22.103725988875794,6.890228526398744,11.089004161538014,15.753703703703703,71.47887323943662
json_persona__gpt41_mini,parti,droite,10,A 2% tax on the assets of individuals with a net worth of more than $50 million,284,38.54964539007092,74.39261418853256,58.22962962962963,65.97638724911452,35.84296879846164,19.679984239558706,27.426741859043602,17.555555555555557,2.8169014084507045
json_persona__gpt41_mini,parti,droite,11,Increasing deportations for those in the US illegally,284,42.43617021276596,45.09232264334305,65.30740740740741,50.85242030696576,2.6561524305770945,22.871237194641452,8.416250094199803,15.714814814814815,61.267605633802816
json_persona__gpt41_mini,parti,droite,12,Offering seniors healthcare vouchers to purchase private healthcare plans in place of traditional medicare coverage,284,40.5709219858156,53.88726919339164,59.82037037037037,52.50767414403778,13.316347207576037,19.249448384554768,11.936752158222177,16.944444444444443,36.267605633802816
json_persona_predicted_output__gpt41,ideologie,gauche,1,Placing a tax on carbon emissions,904,57.900442477876105,62.779397473275026,51.233223322332236,43.39506172839506,4.878954995398921,6.667219155543869,14.505380749481041,12.886688668866887,99.66814159292035
json_persona_predicted_output__gpt41,ideologie,gauche,2,Ensuring 40% of all new clean energy infrastructure development spending goes to low-income communities,904,53.017699115044245,61.613216715257536,44.63036303630363,41.85537918871252,8.595517600213292,8.387336078740617,11.162319926331726,15.242024202420241,99.66814159292035
json_persona_predicted_output__gpt41,ideologie,gauche,3,Federal investments to ensure a carbon-pollution free electricity sector by 2035,904,54.98451327433628,66.47230320699708,51.11771177117712,42.74955908289242,11.487789932660803,3.8668015031591594,12.234954191443862,14.646864686468646,99.66814159292035
json_persona_predicted_output__gpt41,ideologie,gauche,4,A ‘Medicare for All’ system in which all Americans would get healthcare from a government-run plan,904,62.87057522123894,73.46938775510205,58.394939493949394,49.070546737213405,10.59881253386311,4.475635727289543,13.800028484025532,14.049504950495049,99.66814159292035
json_persona_predicted_output__gpt41,ideologie,gauche,5,"A ‘public option’, which would allow Americans to buy into a government-run healthcare plan if they choose to do so",904,66.92699115044248,75.94752186588921,59.114411441144114,57.22574955908289,9.02053071544674,7.812579709298362,9.701241591359583,15.19031903190319,99.77876106194691
json_persona_predicted_output__gpt41,ideologie,gauche,6,Immigration reforms that would provide a path to U.S. citizenship for undocumented immigrants currently in the United States,904,60.47787610619469,66.22934888241011,48.66446644664467,40.32275132275132,5.751472776215415,11.813409659550025,20.15512478344337,14.608360836083609,99.66814159292035
json_persona_predicted_output__gpt41,ideologie,gauche,7,A law that requires companies to provide paid family leave for parents,904,71.11061946902655,78.71720116618076,67.1012101210121,62.439153439153436,7.606581697154212,4.009409348014444,8.671466029873109,12.672167216721672,99.88938053097345
json_persona_predicted_output__gpt41,ideologie,gauche,10,A 2% tax on the assets of individuals with a net worth of more than $50 million,904,58.267699115044245,74.39261418853256,65.31903190319032,56.864197530864196,16.124915073488317,7.051332788146077,1.4035015841800487,15.112211221122113,99.22566371681415
json_persona_predicted_output__gpt41,ideologie,gauche,11,Increasing deportations for those in the US illegally,904,39.42809734513274,45.09232264334305,50.759075907590756,66.11463844797179,5.664225298210312,11.330978562458014,26.686541102839044,14.911991199119912,0.11061946902654868
json_persona_predicted_output__gpt41,ideologie,gauche,12,Offering seniors healthcare vouchers to purchase private healthcare plans in place of traditional medicare coverage,904,40.60287610619469,53.88726919339164,51.014301430143014,59.22927689594356,13.284393087196946,10.411425323948322,18.62640078974887,15.005500550055006,0.11061946902654868
json_persona_predicted_output__gpt41,ideologie,centre,1,Placing a tax on carbon emissions,581,52.98623063683305,62.779397473275026,46.71649484536083,,9.793166836441976,6.269735791472222,,13.847079037800688,64.8881239242685
json_persona_predicted_output__gpt41,ideologie,centre,2,Ensuring 40% of all new clean energy infrastructure development spending goes to low-income communities,581,48.58519793459553,61.613216715257536,44.22852233676976,,13.02801878066201,4.35667559782577,,15.1786941580756,67.98623063683304
json_persona_predicted_output__gpt41,ideologie,centre,3,Federal investments to ensure a carbon-pollution free electricity sector by 2035,581,50.21686746987952,66.47230320699708,48.24570446735395,,16.255435737117566,1.9711630025255644,,15.621993127147766,67.12564543889845
json_persona_predicted_output__gpt41,ideologie,centre,4,A ‘Medicare for All’ system in which all Americans would get healthcare from a government-run plan,581,57.72289156626506,73.46938775510205,56.84192439862543,,15.746496188836986,0.880967167639632,,16.18041237113402,65.06024096385542
json_persona_predicted_output__gpt41,ideologie,centre,5,"A ‘public option’, which would allow Americans to buy into a government-run healthcare plan if they choose to do so",581,61.223752151462996,75.94752186588921,59.4106529209622,,14.723769714426219,1.8130992305007965,,16.551546391752577,81.58347676419966
json_persona_predicted_output__gpt41,ideologie,centre,6,Immigration reforms that would provide a path to U.S. citizenship for undocumented immigrants currently in the United States,581,55.46299483648881,66.22934888241011,45.44158075601374,,10.766354045921297,10.021414080475068,,16.34536082474227,69.53528399311531
json_persona_predicted_output__gpt41,ideologie,centre,7,A law that requires companies to provide paid family leave for parents,581,65.69363166953528,78.71720116618076,67.23024054982818,,13.023569496645479,1.5366088802929028,,15.81786941580756,95.18072289156626
json_persona_predicted_output__gpt41,ideologie,centre,10,A 2% tax on the assets of individuals with a net worth of more than $50 million,581,53.030981067125644,74.39261418853256,65.27319587628865,,21.361633121406918,12.24221480916301,,17.080756013745706,64.02753872633392
json_persona_predicted_output__gpt41,ideologie,centre,11,Increasing deportations for those in the US illegally,581,40.600688468158346,45.09232264334305,57.761168384879724,,4.491634175184707,17.16047991672138,,14.6340206185567,13.59724612736661
json_persona_predicted_output__gpt41,ideologie,centre,12,Offering seniors healthcare vouchers to purchase private healthcare plans in place of traditional medicare coverage,581,40.34939759036145,53.88726919339164,59.106529209621996,,13.53787160303019,18.757131619260548,,16.847079037800686,2.753872633390706
json_persona_predicted_output__gpt41,ideologie,droite,1,Placing a tax on carbon emissions,565,43.43008849557522,62.779397473275026,43.39506172839506,51.233223322332236,19.349308977699806,0.03502676718015607,7.803134826757017,14.36331569664903,4.95575221238938
json_persona_predicted_output__gpt41,ideologie,droite,2,Ensuring 40% of all new clean energy infrastructure development spending goes to low-income communities,565,38.6283185840708,61.613216715257536,41.85537918871252,44.63036303630363,22.98489813118674,3.2270606046417214,6.0020444522328305,16.02821869488536,4.95575221238938
json_persona_predicted_output__gpt41,ideologie,droite,3,Federal investments to ensure a carbon-pollution free electricity sector by 2035,565,39.2141592920354,66.47230320699708,42.74955908289242,51.11771177117712,27.258143914961686,3.5353997908570207,11.903552479141723,15.462081128747796,4.601769911504425
json_persona_predicted_output__gpt41,ideologie,droite,4,A ‘Medicare for All’ system in which all Americans would get healthcare from a government-run plan,565,43.23893805309734,73.46938775510205,49.070546737213405,58.394939493949394,30.230449702004705,5.831608684116063,15.156001440852052,16.530864197530864,3.185840707964602
json_persona_predicted_output__gpt41,ideologie,droite,5,"A ‘public option’, which would allow Americans to buy into a government-run healthcare plan if they choose to do so",565,47.77345132743363,75.94752186588921,57.22574955908289,59.114411441144114,28.174070538455588,9.452298231649266,11.340960113710487,16.673721340388006,7.256637168141593
json_persona_predicted_output__gpt41,ideologie,droite,6,Immigration reforms that would provide a path to U.S. citizenship for undocumented immigrants currently in the United States,565,40.4070796460177,66.22934888241011,40.32275132275132,48.66446644664467,25.82226923639241,0.08432832326637651,8.257386800626968,15.957671957671957,2.6548672566371683
json_persona_predicted_output__gpt41,ideologie,droite,7,A law that requires companies to provide paid family leave for parents,565,56.571681415929206,78.71720116618076,62.439153439153436,67.1012101210121,22.14551975025155,5.867472023224231,10.529528705082896,15.843033509700176,71.15044247787611
json_persona_predicted_output__gpt41,ideologie,droite,10,A 2% tax on the assets of individuals with a net worth of more than $50 million,565,39.838938053097344,74.39261418853256,56.864197530864196,65.31903190319032,34.55367613543522,17.025259477766852,25.480093850092977,17.350970017636683,3.185840707964602
json_persona_predicted_output__gpt41,ideologie,droite,11,Increasing deportations for those in the US illegally,565,48.511504424778764,45.09232264334305,66.11463844797179,50.759075907590756,3.419181781435711,17.60313402319302,2.247571482811992,15.437389770723104,93.80530973451327
json_persona_predicted_output__gpt41,ideologie,droite,12,Offering seniors healthcare vouchers to purchase private healthcare plans in place of traditional medicare coverage,565,43.26725663716814,53.88726919339164,59.22927689594356,51.014301430143014,10.6200125562235,15.962020258775425,7.747044792974876,17.372134038800706,48.31858407079646
json_persona_predicted_output__gpt41,parti,gauche,1,Placing a tax on carbon emissions,843,57.83748517200475,62.779397473275026,52.03305785123967,44.75925925925926,4.941912301270278,5.804427320765079,13.078225912745488,13.53482880755608,98.93238434163702
json_persona_predicted_output__gpt41,parti,gauche,2,Ensuring 40% of all new clean energy infrastructure development spending goes to low-income communities,843,53.04863582443654,61.613216715257536,45.701298701298704,42.992592592592594,8.564580890820999,7.347337123137834,10.056043231843944,15.514757969303425,99.28825622775801
json_persona_predicted_output__gpt41,parti,gauche,3,Federal investments to ensure a carbon-pollution free electricity sector by 2035,843,55.102016607354685,66.47230320699708,51.44391971664699,45.224074074074075,11.370286599642398,3.6580968907076965,9.87794253328061,14.711924439197167,99.28825622775801
json_persona_predicted_output__gpt41,parti,gauche,4,A ‘Medicare for All’ system in which all Americans would get healthcare from a government-run plan,843,62.91221826809016,73.46938775510205,58.96340023612751,50.67407407407408,10.55716948701189,3.948818031962645,12.23814419401608,15.001180637544273,99.76275207591934
json_persona_predicted_output__gpt41,parti,gauche,5,"A ‘public option’, which would allow Americans to buy into a government-run healthcare plan if they choose to do so",843,66.94899169632265,75.94752186588921,59.468713105076745,58.26111111111111,8.998530169566564,7.480278591245906,8.687880585211538,15.65879574970484,99.88137603795967
json_persona_predicted_output__gpt41,parti,gauche,6,Immigration reforms that would provide a path to U.S. citizenship for undocumented immigrants currently in the United States,843,60.53973902728351,66.22934888241011,48.75796930342385,41.32222222222222,5.689609855126598,11.78176972385966,19.217516805061287,15.099173553719009,99.40688018979834
json_persona_predicted_output__gpt41,parti,gauche,7,A law that requires companies to provide paid family leave for parents,843,71.08896797153025,78.71720116618076,67.70247933884298,63.50370370370371,7.628233194650505,3.386488632687275,7.585264267826545,13.147579693034238,99.88137603795967
json_persona_predicted_output__gpt41,parti,gauche,10,A 2% tax on the assets of individuals with a net worth of more than $50 million,843,58.380782918149464,74.39261418853256,65.97638724911452,58.22962962962963,16.011831270383098,7.59560433096506,0.15115328851983634,15.894923258559622,99.05100830367735
json_persona_predicted_output__gpt41,parti,gauche,11,Increasing deportations for those in the US illegally,843,39.499406880189795,45.09232264334305,50.85242030696576,65.30740740740741,5.592915763153258,11.353013426775966,25.808000527217615,15.412042502951595,0.11862396204033215
json_persona_predicted_output__gpt41,parti,gauche,12,Offering seniors healthcare vouchers to purchase private healthcare plans in place of traditional medicare coverage,843,40.80189798339264,53.88726919339164,52.50767414403778,59.82037037037037,13.085371209998996,11.705776160645136,19.018472386977727,15.565525383707202,0.0
json_persona_predicted_output__gpt41,parti,centre,1,Placing a tax on carbon emissions,607,53.344316309719936,62.779397473275026,44.88834154351396,,9.43508116355509,8.455974766205976,,13.047619047619047,67.54530477759472
json_persona_predicted_output__gpt41,parti,centre,2,Ensuring 40% of all new clean energy infrastructure development spending goes to low-income communities,607,48.754530477759474,61.613216715257536,42.01313628899836,,12.858686237498063,6.741394188761113,,14.773399014778326,70.18121911037892
json_persona_predicted_output__gpt41,parti,centre,3,Federal investments to ensure a carbon-pollution free electricity sector by 2035,607,50.29159802306425,66.47230320699708,45.95238095238095,,16.18070518393283,4.339217070683304,,15.727422003284072,69.19275123558485
json_persona_predicted_output__gpt41,parti,centre,4,A ‘Medicare for All’ system in which all Americans would get healthcare from a government-run plan,607,58.27182866556837,73.46938775510205,54.64367816091954,,15.197559089533677,3.628150504648829,,14.776683087027914,65.7331136738056
json_persona_predicted_output__gpt41,parti,centre,5,"A ‘public option’, which would allow Americans to buy into a government-run healthcare plan if they choose to do so",607,61.81878088962109,75.94752186588921,58.0328407224959,,14.128740976268126,3.78594016712519,,15.394088669950738,84.67874794069192
json_persona_predicted_output__gpt41,parti,centre,6,Immigration reforms that would provide a path to U.S. citizenship for undocumented immigrants currently in the United States,607,55.94728171334432,66.22934888241011,44.78489326765189,,10.28206716906579,11.162388445692429,,14.697865353037766,69.8517298187809
json_persona_predicted_output__gpt41,parti,centre,7,A law that requires companies to provide paid family leave for parents,607,66.2339373970346,78.71720116618076,65.8128078817734,,12.483263769146163,0.42112951526119957,,14.954022988505747,95.22240527182866
json_persona_predicted_output__gpt41,parti,centre,10,A 2% tax on the assets of individuals with a net worth of more than $50 million,607,53.390444810543656,74.39261418853256,63.17733990147783,,21.002169377988906,9.786895090934173,,15.520525451559934,66.22734761120263
json_persona_predicted_output__gpt41,parti,centre,11,Increasing deportations for those in the US illegally,607,40.344316309719936,45.09232264334305,58.399014778325125,,4.748006333623117,18.05469846860519,,13.412151067323482,12.191103789126853
json_persona_predicted_output__gpt41,parti,centre,12,Offering seniors healthcare vouchers to purchase private healthcare plans in place of traditional medicare coverage,607,39.98517298187809,53.88726919339164,56.6551724137931,,13.902096211513552,16.669999431915016,,16.105090311986864,1.3179571663920924
json_persona_predicted_output__gpt41,parti,droite,1,Placing a tax on carbon emissions,538,43.04460966542751,62.779397473275026,44.75925925925926,52.03305785123967,19.734787807847518,1.7146495938317514,8.98844818581216,13.964814814814815,3.1598513011152414
json_persona_predicted_output__gpt41,parti,droite,2,Ensuring 40% of all new clean energy infrastructure development spending goes to low-income communities,538,38.25650557620818,61.613216715257536,42.992592592592594,45.701298701298704,23.35671113904936,4.736087016384417,7.444793125090527,15.977777777777778,2.973977695167286
json_persona_predicted_output__gpt41,parti,droite,3,Federal investments to ensure a carbon-pollution free electricity sector by 2035,538,38.842007434944236,66.47230320699708,45.224074074074075,51.44391971664699,27.630295772052847,6.382066639129839,12.601912281702752,15.327777777777778,2.973977695167286
json_persona_predicted_output__gpt41,parti,droite,4,A ‘Medicare for All’ system in which all Americans would get healthcare from a government-run plan,538,42.237918215613384,73.46938775510205,50.67407407407408,58.96340023612751,31.231469539488664,8.436155858460694,16.72548202051413,16.52777777777778,1.486988847583643
json_persona_predicted_output__gpt41,parti,droite,5,"A ‘public option’, which would allow Americans to buy into a government-run healthcare plan if they choose to do so",538,46.858736059479554,75.94752186588921,58.26111111111111,59.468713105076745,29.08878580640966,11.402375051631559,12.60997704559719,16.774074074074075,1.6728624535315983
json_persona_predicted_output__gpt41,parti,droite,6,Immigration reforms that would provide a path to U.S. citizenship for undocumented immigrants currently in the United States,538,39.42565055762082,66.22934888241011,41.32222222222222,48.75796930342385,26.803698324789288,1.896571664601403,9.332318745803029,16.43148148148148,1.486988847583643
json_persona_predicted_output__gpt41,parti,droite,7,A law that requires companies to provide paid family leave for parents,538,55.94423791821561,78.71720116618076,63.50370370370371,67.70247933884298,22.772963247965144,7.559465785488094,11.758241420627364,15.753703703703703,70.63197026022306
json_persona_predicted_output__gpt41,parti,droite,10,A 2% tax on the assets of individuals with a net worth of more than $50 million,538,39.03345724907063,74.39261418853256,58.22962962962963,65.97638724911452,35.35915693946193,19.196172380559,26.942930000043894,17.555555555555557,0.7434944237918215
json_persona_predicted_output__gpt41,parti,droite,11,Increasing deportations for those in the US illegally,538,48.96096654275093,45.09232264334305,65.30740740740741,50.85242030696576,3.8686438994078785,16.34644086465648,1.8914537642148304,15.714814814814815,98.14126394052045
json_persona_predicted_output__gpt41,parti,droite,12,Offering seniors healthcare vouchers to purchase private healthcare plans in place of traditional medicare coverage,538,43.639405204460964,53.88726919339164,59.82037037037037,52.50767414403778,10.247863988930675,16.180965165909406,8.868268939576815,16.944444444444443,52.41635687732342
llm_finetuning_500_training_samples__gpt41_mini,ideologie,gauche,1,Placing a tax on carbon emissions,724,48.80524861878453,62.779397473275026,51.233223322332236,43.39506172839506,13.974148854490494,2.4279747035477044,5.410186890389468,12.886688668866887,95.02762430939227
llm_finetuning_500_training_samples__gpt41_mini,ideologie,gauche,2,Ensuring 40% of all new clean energy infrastructure development spending goes to low-income communities,724,49.15055248618785,61.613216715257536,44.63036303630363,41.85537918871252,12.462664229069688,4.520189449884221,7.29517329747533,15.242024202420241,96.13259668508287
llm_finetuning_500_training_samples__gpt41_mini,ideologie,gauche,3,Federal investments to ensure a carbon-pollution free electricity sector by 2035,724,49.23342541436464,66.47230320699708,51.11771177117712,42.74955908289242,17.238877792632444,1.8842863568124812,6.483866331472221,14.646864686468646,96.13259668508287
llm_finetuning_500_training_samples__gpt41_mini,ideologie,gauche,4,A ‘Medicare for All’ system in which all Americans would get healthcare from a government-run plan,724,49.20580110497237,73.46938775510205,58.394939493949394,49.070546737213405,24.263586650129675,9.189138388977021,0.13525436775896793,14.049504950495049,96.13259668508287
llm_finetuning_500_training_samples__gpt41_mini,ideologie,gauche,5,"A ‘public option’, which would allow Americans to buy into a government-run healthcare plan if they choose to do so",724,49.20580110497237,75.94752186588921,59.114411441144114,57.22574955908289,26.74172076091684,9.90861033617174,8.01994845411052,15.19031903190319,96.13259668508287
llm_finetuning_500_training_samples__gpt41_mini,ideologie,gauche,6,Immigration reforms that would provide a path to U.S. citizenship for undocumented immigrants currently in the United States,724,49.23342541436464,66.22934888241011,48.66446644664467,40.32275132275132,16.99592346804547,0.568958967719972,8.910674091613316,14.608360836083609,96.13259668508287
llm_finetuning_500_training_samples__gpt41_mini,ideologie,gauche,7,A law that requires companies to provide paid family leave for parents,724,49.23342541436464,78.71720116618076,67.1012101210121,62.439153439153436,29.48377575181612,17.867784706647463,13.205728024788797,12.672167216721672,96.13259668508287
llm_finetuning_500_training_samples__gpt41_mini,ideologie,gauche,10,A 2% tax on the assets of individuals with a net worth of more than $50 million,724,49.23342541436464,74.39261418853256,65.31903190319032,56.864197530864196,25.159188774167923,16.085606488825682,7.630772116499557,15.112211221122113,96.13259668508287
llm_finetuning_500_training_samples__gpt41_mini,ideologie,gauche,11,Increasing deportations for those in the US illegally,724,48.97099447513812,45.09232264334305,50.759075907590756,66.11463844797179,3.8786718317950672,1.7880814324526355,17.143643972833665,14.911991199119912,92.5414364640884
llm_finetuning_500_training_samples__gpt41_mini,ideologie,gauche,12,Offering seniors healthcare vouchers to purchase private healthcare plans in place of traditional medicare coverage,724,48.97099447513812,53.88726919339164,51.014301430143014,59.22927689594356,4.9162747182535185,2.043306955004894,10.258282420805443,15.005500550055006,92.95580110497238
llm_finetuning_500_training_samples__gpt41_mini,ideologie,centre,1,Placing a tax on carbon emissions,446,44.60762331838565,62.779397473275026,46.71649484536083,,18.171774154889377,2.1088715269751788,,13.847079037800688,79.5964125560538
llm_finetuning_500_training_samples__gpt41_mini,ideologie,centre,2,Ensuring 40% of all new clean energy infrastructure development spending goes to low-income communities,446,45.95291479820628,61.613216715257536,44.22852233676976,,15.660301917051257,1.7243924614365227,,15.1786941580756,88.11659192825113
llm_finetuning_500_training_samples__gpt41_mini,ideologie,centre,3,Federal investments to ensure a carbon-pollution free electricity sector by 2035,446,45.95291479820628,66.47230320699708,48.24570446735395,,20.519388408790803,2.2927896691476732,,15.621993127147766,88.11659192825113
llm_finetuning_500_training_samples__gpt41_mini,ideologie,centre,4,A ‘Medicare for All’ system in which all Americans would get healthcare from a government-run plan,446,45.86322869955157,73.46938775510205,56.84192439862543,,27.606159055550478,10.97869569907386,,16.18041237113402,84.97757847533633
llm_finetuning_500_training_samples__gpt41_mini,ideologie,centre,5,"A ‘public option’, which would allow Americans to buy into a government-run healthcare plan if they choose to do so",446,45.908071748878925,75.94752186588921,59.4106529209622,,30.03945011701029,13.502581172083275,,16.551546391752577,87.21973094170403
llm_finetuning_500_training_samples__gpt41_mini,ideologie,centre,6,Immigration reforms that would provide a path to U.S. citizenship for undocumented immigrants currently in the United States,446,45.95291479820628,66.22934888241011,45.44158075601374,,20.276434084203828,0.5113340421925372,,16.34536082474227,88.11659192825113
llm_finetuning_500_training_samples__gpt41_mini,ideologie,centre,7,A law that requires companies to provide paid family leave for parents,446,45.908071748878925,78.71720116618076,67.23024054982818,,32.80912941730183,21.322168800949257,,15.81786941580756,87.89237668161435
llm_finetuning_500_training_samples__gpt41_mini,ideologie,centre,10,A 2% tax on the assets of individuals with a net worth of more than $50 million,446,45.95291479820628,74.39261418853256,65.27319587628865,,28.439699390326282,19.320281078082374,,17.080756013745706,86.99551569506725
llm_finetuning_500_training_samples__gpt41_mini,ideologie,centre,11,Increasing deportations for those in the US illegally,446,45.88565022421525,45.09232264334305,57.761168384879724,,0.7933275808721945,11.875518160664477,,14.6340206185567,87.89237668161435
llm_finetuning_500_training_samples__gpt41_mini,ideologie,centre,12,Offering seniors healthcare vouchers to purchase private healthcare plans in place of traditional medicare coverage,446,45.84080717488789,53.88726919339164,59.106529209621996,,8.046462018503746,13.265722034734104,,16.847079037800686,85.65022421524664
llm_finetuning_500_training_samples__gpt41_mini,ideologie,droite,1,Placing a tax on carbon emissions,388,38.27319587628866,62.779397473275026,43.39506172839506,51.233223322332236,24.506201596986365,5.121865852106403,12.960027446043576,14.36331569664903,56.18556701030928
llm_finetuning_500_training_samples__gpt41_mini,ideologie,droite,2,Ensuring 40% of all new clean energy infrastructure development spending goes to low-income communities,388,41.31443298969072,61.613216715257536,41.85537918871252,44.63036303630363,20.298783725566814,0.5409461990217963,3.3159300466129054,16.02821869488536,71.1340206185567
llm_finetuning_500_training_samples__gpt41_mini,ideologie,droite,3,Federal investments to ensure a carbon-pollution free electricity sector by 2035,388,41.31443298969072,66.47230320699708,42.74955908289242,51.11771177117712,25.15787021730636,1.4351260932016956,9.803278781486398,15.462081128747796,71.1340206185567
llm_finetuning_500_training_samples__gpt41_mini,ideologie,droite,4,A ‘Medicare for All’ system in which all Americans would get healthcare from a government-run plan,388,40.20618556701031,73.46938775510205,49.070546737213405,58.394939493949394,33.26320218809174,8.864361170203097,18.188753926939086,16.530864197530864,55.154639175257735
llm_finetuning_500_training_samples__gpt41_mini,ideologie,droite,5,"A ‘public option’, which would allow Americans to buy into a government-run healthcare plan if they choose to do so",388,40.43814432989691,75.94752186588921,57.22574955908289,59.114411441144114,35.50937753599231,16.787605229185985,18.676267111247206,16.673721340388006,62.88659793814433
llm_finetuning_500_training_samples__gpt41_mini,ideologie,droite,6,Immigration reforms that would provide a path to U.S. citizenship for undocumented immigrants currently in the United States,388,41.31443298969072,66.22934888241011,40.32275132275132,48.66446644664467,24.914915892719385,0.9916816669393995,7.350033456953945,15.957671957671957,70.87628865979381
llm_finetuning_500_training_samples__gpt41_mini,ideologie,droite,7,A law that requires companies to provide paid family leave for parents,388,41.31443298969072,78.71720116618076,62.439153439153436,67.1012101210121,37.402768176490035,21.124720449462714,25.78677713132138,15.843033509700176,71.1340206185567
llm_finetuning_500_training_samples__gpt41_mini,ideologie,droite,10,A 2% tax on the assets of individuals with a net worth of more than $50 million,388,40.43814432989691,74.39261418853256,56.864197530864196,65.31903190319032,33.954469858635655,16.42605320096729,24.880887573293414,17.350970017636683,63.4020618556701
llm_finetuning_500_training_samples__gpt41_mini,ideologie,droite,11,Increasing deportations for those in the US illegally,388,41.31443298969072,45.09232264334305,66.11463844797179,50.759075907590756,3.7778896536523305,24.800205458281063,9.444642917900033,15.437389770723104,71.90721649484536
llm_finetuning_500_training_samples__gpt41_mini,ideologie,droite,12,Offering seniors healthcare vouchers to purchase private healthcare plans in place of traditional medicare coverage,388,40.20618556701031,53.88726919339164,59.22927689594356,51.014301430143014,13.68108362638133,19.023091328933255,10.808115863132706,17.372134038800706,60.567010309278345
llm_finetuning_500_training_samples__gpt41_mini,parti,gauche,1,Placing a tax on carbon emissions,659,48.801213960546285,62.779397473275026,52.03305785123967,44.75925925925926,13.97818351272874,3.2318438906933835,4.041954701287025,13.53482880755608,94.84066767830045
llm_finetuning_500_training_samples__gpt41_mini,parti,gauche,2,Ensuring 40% of all new clean energy infrastructure development spending goes to low-income communities,659,49.21092564491654,61.613216715257536,45.701298701298704,42.992592592592594,12.402291070340993,3.509626943617839,6.218333052323949,15.514757969303425,95.90288315629742
llm_finetuning_500_training_samples__gpt41_mini,parti,gauche,3,Federal investments to ensure a carbon-pollution free electricity sector by 2035,659,49.256449165402124,66.47230320699708,51.44391971664699,45.224074074074075,17.21585404159496,2.1874705512448642,4.032375091328049,14.711924439197167,95.90288315629742
llm_finetuning_500_training_samples__gpt41_mini,parti,gauche,4,A ‘Medicare for All’ system in which all Americans would get healthcare from a government-run plan,659,49.226100151745065,73.46938775510205,58.96340023612751,50.67407407407408,24.243287603356983,9.737300084382447,1.4479739223290125,15.001180637544273,95.90288315629742
llm_finetuning_500_training_samples__gpt41_mini,parti,gauche,5,"A ‘public option’, which would allow Americans to buy into a government-run healthcare plan if they choose to do so",659,49.226100151745065,75.94752186588921,59.468713105076745,58.26111111111111,26.72142171414415,10.24261295333168,9.035010959366048,15.65879574970484,95.90288315629742
llm_finetuning_500_training_samples__gpt41_mini,parti,gauche,6,Immigration reforms that would provide a path to U.S. citizenship for undocumented immigrants currently in the United States,659,49.256449165402124,66.22934888241011,48.75796930342385,41.32222222222222,16.972899717007984,0.4984798619782751,7.934226943179901,15.099173553719009,95.90288315629742
llm_finetuning_500_training_samples__gpt41_mini,parti,gauche,7,A law that requires companies to provide paid family leave for parents,659,49.256449165402124,78.71720116618076,67.70247933884298,63.50370370370371,29.460752000778633,18.446030173440853,14.247254538301583,13.147579693034238,95.90288315629742
llm_finetuning_500_training_samples__gpt41_mini,parti,gauche,10,A 2% tax on the assets of individuals with a net worth of more than $50 million,659,49.256449165402124,74.39261418853256,65.97638724911452,58.22962962962963,25.136165023130438,16.7199380837124,8.973180464227504,15.894923258559622,95.90288315629742
llm_finetuning_500_training_samples__gpt41_mini,parti,gauche,11,Increasing deportations for those in the US illegally,659,48.937784522003035,45.09232264334305,50.85242030696576,65.30740740740741,3.8454618786599823,1.9146357849627265,16.369622885404375,15.412042502951595,91.80576631259484
llm_finetuning_500_training_samples__gpt41_mini,parti,gauche,12,Offering seniors healthcare vouchers to purchase private healthcare plans in place of traditional medicare coverage,659,48.937784522003035,53.88726919339164,52.50767414403778,59.82037037037037,4.949484671388603,3.5698896220347436,10.882585848367334,15.565525383707202,92.26100151745068
